RandomForest.py: tuned_parameters = [{'n_estimators' : [200, 1000, 3000:100:4000], 'max_depth' : [1, 5, 10, 100, None],
				'bootstrap' : [True, False], 'class_weight' : [None, 'balanced', 'balanced_subsample'] }]
Best parameters set found on development set:
{'n_estimators': 3100, 'bootstrap': True, 'max_depth': None, 'class_weight': 'balanced_subsample'}
0.688 (+/-0.008) for {'n_estimators': 100, 'bootstrap': False, 'max_depth': 1, 'class_weight': 'balanced'}
0.699 (+/-0.012) for {'n_estimators': 200, 'bootstrap': False, 'max_depth': 1, 'class_weight': 'balanced'}
0.699 (+/-0.004) for {'n_estimators': 500, 'bootstrap': False, 'max_depth': 1, 'class_weight': 'balanced'}
0.700 (+/-0.005) for {'n_estimators': 1000, 'bootstrap': False, 'max_depth': 1, 'class_weight': 'balanced'}
0.599 (+/-0.042) for {'n_estimators': 1, 'bootstrap': False, 'max_depth': 5, 'class_weight': 'balanced'}
0.722 (+/-0.020) for {'n_estimators': 10, 'bootstrap': False, 'max_depth': 5, 'class_weight': 'balanced'}
0.734 (+/-0.020) for {'n_estimators': 100, 'bootstrap': False, 'max_depth': 5, 'class_weight': 'balanced'}
0.733 (+/-0.022) for {'n_estimators': 200, 'bootstrap': False, 'max_depth': 5, 'class_weight': 'balanced'}
0.737 (+/-0.015) for {'n_estimators': 500, 'bootstrap': False, 'max_depth': 5, 'class_weight': 'balanced'}
0.736 (+/-0.018) for {'n_estimators': 1000, 'bootstrap': False, 'max_depth': 5, 'class_weight': 'balanced'}
0.622 (+/-0.072) for {'n_estimators': 1, 'bootstrap': False, 'max_depth': 10, 'class_weight': 'balanced'}
0.718 (+/-0.001) for {'n_estimators': 10, 'bootstrap': False, 'max_depth': 10, 'class_weight': 'balanced'}
0.736 (+/-0.038) for {'n_estimators': 100, 'bootstrap': False, 'max_depth': 10, 'class_weight': 'balanced'}
0.744 (+/-0.020) for {'n_estimators': 200, 'bootstrap': False, 'max_depth': 10, 'class_weight': 'balanced'}
0.749 (+/-0.023) for {'n_estimators': 500, 'bootstrap': False, 'max_depth': 10, 'class_weight': 'balanced'}
0.747 (+/-0.023) for {'n_estimators': 1000, 'bootstrap': False, 'max_depth': 10, 'class_weight': 'balanced'}
0.596 (+/-0.023) for {'n_estimators': 1, 'bootstrap': False, 'max_depth': 100, 'class_weight': 'balanced'}
0.713 (+/-0.035) for {'n_estimators': 10, 'bootstrap': False, 'max_depth': 100, 'class_weight': 'balanced'}
